run.id	Methanobrevibacter	Actinomyces	Bifidobacterium	Rothia	Atopobium	Coriobacteriaceae UCG-003	Olsenella	Collinsella	CHKCI002	Eggerthella	Enterorhabdus	Gordonibacter	Senegalimassilia	Slackia	Bacteroides	Phocaeicola	Barnesiella	Coprobacter	Butyricimonas	Odoribacter	Sanguibacteroides	gut metagenome	metagenome	Porphyromonas	Alloprevotella	Paraprevotella	Prevotella	Prevotella 2	Prevotella 7	Prevotella 9	Prevotellaceae NK3B31 group	Prevotellaceae UCG-001	Alistipes	Rikenella	Rikenellaceae RC9 gut group	Parabacteroides	Flavobacterium	Elizabethkingia	Blattella germanica (German cockroach)	Ammopiptanthus mongolicus	Campylobacter	Anaerobacillus	Gemella	Staphylococcus	Abiotrophia	Enterococcus	Lactobacillus	Leuconostoc	Weissella	Lactococcus	Streptococcus	Catabacter	Christensenella	Christensenellaceae R-7 group	Clostridium sensu stricto 1	Clostridium sensu stricto 2	Clostridiales bacterium enrichment culture clone 06-1235251-67	gut metagenome	Anaerofustis	Anaerococcus	Ezakiella	Finegoldia	Parvimonas	Peptoniphilus	Family XIII AD3011 group	Family XIII UCG-001	S5-A14a	[Eubacterium] nodatum group	Agathobacter	Anaerostipes	Blautia	Butyrivibrio	CAG-56	Coprococcus 1	Coprococcus 2	Coprococcus 3	Dorea	Eisenbergiella	Fusicatenibacter	GCA-900066575	GCA-900066755	Howardella	Hungatella	Lachnoclostridium	Lachnospira	Lachnospiraceae FCS020 group	Lachnospiraceae ND3007 group	Lachnospiraceae UCG-001	Lachnospiraceae UCG-003	Lachnospiraceae UCG-004	Lachnospiraceae UCG-008	Lachnospiraceae UCG-010	Lactonifactor	Moryella	Oribacterium	Roseburia	Sellimonas	Stomatobaculum	Tyzzerella	Tyzzerella 3	Tyzzerella 4	UC5-1-2E3	[Bacteroides] pectinophilus group	[Eubacterium] eligens group	[Eubacterium] fissicatena group	[Eubacterium] hallii group	[Eubacterium] ruminantium group	[Eubacterium] ventriosum group	[Eubacterium] xylanophilum group	[Ruminococcus] gauvreauii group	[Ruminococcus] gnavus group	[Ruminococcus] torques group	Peptococcus	Clostridioides	Criibacterium bergeronii	Paeniclostridium	Peptostreptococcus	Romboutsia	Terrisporobacter	Acetanaerobacterium	Anaerofilum	Anaerotruncus	Angelakisella	Butyricicoccus	Candidatus Soleaferrea	Caproiciproducens	DTU089	Faecalibacterium	Flavonifractor	Fournierella	GCA-900066225	Harryflintia	Hydrogenoanaerobacterium	Intestinimonas	Negativibacillus	Oscillibacter	Oscillospira	Ruminiclostridium	Ruminiclostridium 1	Ruminiclostridium 5	Ruminiclostridium 6	Ruminiclostridium 9	Ruminococcaceae NK4A214 group	Ruminococcaceae UCG-002	Ruminococcaceae UCG-003	Ruminococcaceae UCG-005	Ruminococcaceae UCG-009	Ruminococcaceae UCG-010	Ruminococcaceae UCG-013	Ruminococcaceae UCG-014	Ruminococcus 1	Ruminococcus 2	Subdoligranulum	UBA1819	[Eubacterium] coprostanoligenes group	Asteroleplasma	Catenibacterium	Coprobacillus	Dielma	Erysipelatoclostridium	Erysipelotrichaceae UCG-003	Faecalitalea	Holdemanella	Holdemania	Merdibacter	Solobacterium	Turicibacter	[Clostridium] innocuum group	Acidaminococcus	Phascolarctobacterium	Succiniclasticum	Allisonella	Anaeroglobus	Dialister	Megamonas	Megasphaera	Mitsuokella	Negativicoccus	Selenomonas 3	Selenomonas 4	Veillonella	Fusobacterium	Leptotrichia	Victivallis	Bacteroidales bacterium 55_9	Parcubacteria group bacterium CG1_02_50_68	Candidatus Saccharibacteria oral taxon TM7x	TM7 bacterium human oral taxon HOT-869	TM7 phylum sp. canine oral taxon 308	TM7 phylum sp. oral clone DR034	TM7 phylum sp. oral clone FR058	Telmatocola	Brevundimonas	Azospirillum sp. 47_25	gut metagenome	Sphingomonas	Bilophila	Desulfovibrio	Mailhella	Massilia	Parasutterella	Sutterella	Eikenella	Neisseria	Cardiobacterium	Dickeya	Enterobacter	Escherichia-Shigella	Actinobacillus	Haemophilus	Acinetobacter	Pseudomonas	Brachyspira	Pyramidobacter	Synergistes	Akkermansia
SRR7182150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.210790343	0	0.007821893	0	0.001091748	0.020798496	0	0	0	0	0	0	0	0	0	0	0	0	0.100703418	0	0	0.005721314	0	0	0	0	0	0	0	0	0	0	0	0.000221114	0	0	0	0	0	8.29E-05	0	0	0	0	0	0	0	0	0	0	0.000995011	0	0	0	0.007656058	0.001464877	0.001851826	0	0	0.000400768	0.003593096	0	0	0	0.002515167	0	0	0	0	0.006467572	0.010461436	0	0	0.001257584	0	0.000898274	0	0.002349332	0	0.00069098	0	0.008747806	0	0	0.0007048	0	0	0.000304031	0	0	0	0	0	0	0.009811915	0	0	0.002031481	0	0	0	0	0	0	0	0	0	0.001147027	0.001354321	0.002556626	0	0.000152016	0	0.007808073	0.001990022	0	8.29E-05	0	0	0.000525145	0	0.008429955	0	0	0	0.000386949	0	0.00518235	0.001105568	0.078094554	0.003385802	0.011484087	0	0.001077929	0.001202305	0	0.00105029	0.002791559	0.004201158	0	0.001299042	0	0	0	0	0	0	0	0	0.001768909	0	0	0	0	0.012354721	0	0.210513951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00378657	0	0	0	0.009549343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026257238
SRR7182151	0	0	0.003134324	0	0	0	0	0	0	0	0	0.000210964	0	0	0.571833278	0	0	0.003797354	0.001898677	0.003224737	0	0	0	0	0	0.006419336	0	0	0	0	0	0	0.040444833	0	0	0.019529249	0.00039179	0	0	0	0	0	0	0	0	0	0	0	0	0.000512341	0.000150689	0	0	0.001265785	0	0	0	0	0	0	0	0	0.000361653	0	0.001386336	0	0	0	0.003706941	0.002290467	0.002230192	0	0	0	0	0.002621982	0.004942588	0	0.002320605	0	0	0	0	0.00358639	0	0	0.000301377	0	0	0	0	0.001657575	0	0	0	0	0.004219282	0	0	0	0	0.000361653	0	0	0	0	0	0.001054821	0.001175371	0	0	0.021307375	0	0	0	0	0	0	0	0	0	0.000150689	0	0.001115096	0	0.001145234	0	0.019167596	0.006780989	0.002591845	0	0	0	0.002501432	0	0.004098731	0	0	0	0.000753443	0.002411018	0.001567162	0	0.007685121	0.000602755	0.000301377	0	0.000904132	0.000542479	0.005394654	0.001295922	0	0.016696302	0.003827492	0.115035713	0	0	0	0.000813719	0.002350743	0.001687713	0	0	0.003194599	0	0.000632892	0	0.001054821	0	0.008257738	0	0	0	0	0	0	0	0	0	0	0.001175371	6.03E-05	0	0	0	9.04E-05	0	0	0	0	0	6.03E-05	0	0	0	0	0.000964407	0.00756457	0	0	0.002230192	0.000723306	0	0	0	0	0	0	0	0	9.04E-05	0	0	0.014677074	0	0
SRR7182155	0	0	0.010421009	0	0	0	0.002538937	0	0	0	0	0	0	0	0.567622873	0	0	0	0.002159991	0.005684187	0	0	0	0	0	0	0.003069461	0	0	0.01705256	0	0	0.021220963	0	0	0.015536777	0	0	0	0.000606313	0	0	0	0	0	0	0.002197885	0	0	0	0.003637879	0	0	0	0.000682102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000795786	0.010989427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0048884	0	0.001781045	0	0	0	0	0	0	0	0	0	0.004585244	0.004395771	0	0	0	0	0	0	0	0	0	0	0	0.004812611	0	0.003599985	0	0.015423093	0.004168404	0	0	0	0	0	0	0	0	0	0	0	0	0.001477889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005039979	0	0	0.001174732	0	0	0	0	0	0	0	0.000985259	0.093144871	0	0	0.003183144	0	0	0	0.02823146	0	0	0	0	0.038008261	0.004395771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007048391	0.003448407	0	0	0	0	0	0.000719997	0	0	0	0	0	0	0	0
SRR7182156	0	0	0	0.002862049	0	0	0	0	0	0	0	0	0	0	0.383228392	0	0	0.001335623	0	0.002194238	0	0	0	0	0	0	0	0	0	0.051421484	0	0	0.003816066	0	0	0.012116008	0	0	0	0	0	0	0.002098836	0	0	0	0.002480443	0	0	0	0.065922534	0	0	0	0	0	0	0	0	0	0.000286205	0	0	0	0	0	0	0	0.008490746	0.014596451	0.00171723	0	0.002289639	0	0	0.005151689	0.011543599	0	0	0	0	0	0	0.006487312	0.022419386	0	0	0	0	0.004483877	0	0	0	0	0	0.046174394	0	0	0	0	0	0	0	0.049895058	0	0	0	0	0	0	0.005056287	0.00639191	0	0	0	0	0	0	0	0	0	0	0	0.010875787	0	0	0	0.010398779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000286205	0	0.009253959	0	0	0	0.002862049	0	0	0	0.004960885	0	0	0	0	0	0	0	0.011543599	0	0	0.006582713	0.002480443	0	0	0.008013738	0	0	0	0	0.189658462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002671246	0	0	0	0	0	0	0
SRR7182157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.535007911	0	0	0	0	0.009889241	0	0	0	0	0	0	0	0	0	0	0	0	0.09909019	0	0	0.092563291	0	0	0	0	0.000593354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025712025	0.056566456	0	0	0	0	0	0	0	0	0	0	0	0	0.003164557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017405063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012064873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049446203	0	0	0	0	0	0	0	0	0	0	0	0.001582278	0.043710443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005142405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR7182158	0	0	0.003596773	0	0	0	0	0	0	0	0.002430252	0	0	0	0.23320696	0	0	0	0.006901915	0.009040537	0	0	0	0	0	0.008554486	0	0	0	0	0.002138622	0	0.047632935	0	0.003013512	0.019150384	0	0	0	0	0.002527462	0	0.004082823	0	0	0	0	0	0	0	0.036356567	0	0	0.003499563	0.032565374	0	0	0	0	0	0	0	0	0	0.001166521	0	0	0	0.014775931	0.002333042	0.016234082	0	0	0	0	0.031301643	0.005152134	0	0	0	0	0	0	0.029940702	0	0	0.008457276	0	0	0.010693108	0	0.009137747	0	0	0.002916302	0.024010888	0	0	0	0	0	0	0	0	0	0	0.001069311	0	0	0	0.014873141	0	0	0	0	0.011859629	0	0	0	0	0	0	0	0.007874016	0	0	0	0.024205308	0.006804705	0	0	0	0	0	0	0	0	0	0	0	0	0.001263731	0.004957714	0.023330417	0.010498688	0.008651696	0	0.001166521	0	0.004374453	0	0	0.026635559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003985613	0	0	0	0.008457276	0	0.007193545	0	0	0	0	0.060075824	0.018858754	0	0	0	0	0	0	0	0.000777681	0	0	0	0	0	0	0.002333042	0	0	0	0	0.007485175	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR7182159	0	0	0.037269772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003033586	0	0	0	0	0	0	0	0.037703142	0.05915493	0	0	0	0.010617551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012351029	0	0	0	0	0	0	0.092524377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024268689	0	0	0	0	0	0	0	0	0	0
SRR7182160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283887043	0	0.000166113	0.001744186	0	0.009385382	0	0	0.009634551	0	0	0	0	0	0	0	0	0	0.016943522	0	0	0.006229236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004900332	0	0	0	0	0	0	0	0	0.002325581	0	0	0	0.005813953	0	0	0	0.008471761	0	0	0.004401993	0	0	0	0	0.003654485	0	0	0	0	0	0	0	0.039950166	0	0	0	0	0	0	0.006644518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.067774086	0.007973422	0	0	0	0	0	0	0.008305648	0	0	0	0	0	0	0	0	0.005066445	0	0	0	0	0	0	0.003156146	0.007059801	0	0	0	0	0	0	0	0.002325581	0	0	0	0	0	0	0	0	0	0	0	0	0.018023256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017192691	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR7182161	0	0	0.000936118	0	0	0	0	0	0	0	0	0	0	0	0.600245327	0	0	0.002291875	0.004034991	0.006359147	0	0	0	0.000548759	0	0	0.001194357	0	0	0	0	0	0.021530714	0	0	0.066593499	0	0	0	0	0.000806998	0	0	0	0	0.000484199	0	0	0	0	0.001775396	0	0	0	0	0.002098196	0	0	0	0	0	9.68E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000613319	0	0	0	0	0	0.004260951	0.011297976	0	0	0	0	0	0	0	0.002646954	0.001549437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025985345	0	0	0	0	0	0	0	0	0	0	0.002743794	0	0.006133187	0	0.005487588	0	0.015332967	0.002453275	0	0.002033636	0	0	0.004228671	0	0	0	0	0	0.001000678	0	0.003260273	0	0	0	0	0	0	0	0	0	0	0	0.006585106	0	0	0	0	0	0.002808354	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003324833	0	0	0	0	0	0	0.032279932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003841312	0	0	0	0	0.003905872	0	0	0	0.006359147	0.002324155	0	0	0	0	0	0	0	0	0
SRR7182162	0	0	0.002361911	0	0	0	0	0	0	0	0	0	0	0	0.546430199	0	0	0.008577467	0.006339867	0.010690755	0	0	0	0	0	0	0	0	0	0	0	0	0.018688103	0	0	0.077280073	0	0	0	0	0	8.29E-05	0	0.002196163	0	0	0.001243111	0	0	0	0.007707289	0	0	0	0	0.002900593	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001035926	0.01048357	0	0	0	0	0	0.002527659	0	0	0	0	0	0.003729333	0.050718933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012638296	0	0	0	0	0	0	0	0	0	0	0.001450296	0	0.006339867	0	0	0	0.046492355	0.002196163	0	0.001616044	0	0	0.004558074	0	0.000372933	0	0	0	0	0	0.003107778	0	0	0	0	0	0	0	0	0	0	0	0.00377077	0	0	0	0	0	0.001698918	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001698918	0	0	0	0	0	0.0089504	0.07019434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007085733	0	0	0	0	0.008908963	0	0	0	0.006091244	0.00294203	0	0	0	0	0	0	0	0	0
SRR7182163	0	0	0.009023526	0.000837899	0	0	0	0.000773445	0	0	0	0	0	0	0.305381888	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006896552	0	0	0	0.006638737	0	0	0.010892684	0	0	0	0.000708991	0.000837899	0	0.000580084	0	0.00103126	0	0.031131163	0	0	0	0.046213342	0	0	0	0	0	0	0	0	0	0	0.000837899	0	0	0.001224621	0	0	0	0	0.011730583	0.001933613	0	0	0	0	0.010248147	0	0	0.001998066	0	0	0	0	0.014888817	0	0	0	0	0	0	0	0	0	0	0	0.049500483	0	0.00051563	0.014695456	0	0.007541089	0	0	0.016177892	0	0	0	0	0	0	0.026619401	0.005349662	0	0	0	0	0	0	0	0	0	0.000902353	0	0.010312601	0	0.00618756	0	0.050531743	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002126974	0	0	0	0	0	0	0.004447309	0.047953593	0	0.00670319	0.042281663	0	0.004962939	0	0	0	0	0.007283274	0	0	0	0	0	0	0	0	0.014179826	0.005220754	0	0	0	0	0	0.008378988	0	0	0.007089913	0	0.123106671	0.008959072	0.002513696	0	0	0	0	0	0	0.007669997	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00103126	0.001160168	0	0	0	0	0	0	0	0	0	0	0.000580084
SRR7182164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072160038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007859014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00619195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005477495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.083829483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.807573232
SRR7182165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.582731816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.095780122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010272071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016935036	0	0	0	0	0.024430872	0	0	0	0	0.00860633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00860633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014714048	0	0	0	0	0	0	0	0	0	0	0.025818989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.093836757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035535813	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04858412
SRR7182166	0	0	0.016262524	0.009002468	0	0	0	0.005953245	0	0	0	0	0	0	0.713227821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02366778	0	0	0	0	0.019456948	0	0.004065631	0	0	0	0.020328154	0	0	0.020037752	0.02758821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011180485	0	0	0	0	0	0	0	0	0	0	0	0	0.016698127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024829389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008712066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047190359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002468419	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR7182167	0	0	0	0	0	0.001078749	0	0	0	0	0	0	0	0	0.149406688	0	0.018338727	0	0	0	0	0	0.005393743	0	0.069039914	0.010787487	0	0	0	0.072545847	0	0	0.046386192	0	0	0.052858684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188781	0.035598706	0	0	0	0	0	0	0	0	0	0	0.005933118	0	0	0	0	0	0	0	0	0	0	0.021574973	0	0	0	0	0.001618123	0	0	0.002427184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005933118	0	0	0	0	0.048274002	0	0	0	0	0	0	0	0	0	0.05609493	0	0	0	0	0	0.005124056	0	0	0	0	0	0.036677454	0	0	0	0.009169364	0	0	0	0	0	0.03236246	0.006202805	0	0.026699029	0	0.009169364	0	0.021305286	0	0	0	0	0	0	0	0	0	0.055016181	0	0.070927724	0	0	0	0	0.008629989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001618123	0	0	0	0.022923409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR7182168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.511023622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047244094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.388188976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR7182169	0	0.01066906	0	0.009372819	0.009273108	0	0	0	0	0	0	0	0	0	0.004387277	0.002093928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005583807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000598265	0	0	0	0.003091036	0	0	0.032206601	0	0	0	0	0.037192143	0	0	0	0	0	0	0	0	0	0	0	0.000897398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR7182170	0.001730559	0	0.016976999	0	0	0	0	0.002541073	0	0	0	0	0.00094195	0.001511501	0.206046002	0	0.002234392	0	0.01060241	0.006681271	0	0.001686747	0	0.000284775	0	0	0	0	0	0	0	0	0.075728368	0	0	0.015750274	8.76E-05	0	8.76E-05	0	0	0	0	0	0	0	0.005783133	0.000438116	0	0.001051479	0.011150055	0	0	0.049288061	0	0	0.003483023	0.003023001	0	0	0	0	0	0	0.000394304	0	0	0	0.009003286	0.005805038	0.005564074	0	0	0	0	0.006637459	0	0	0.006703176	0.000963855	0	0	0.003023001	0.004665936	0.001270537	0	0.002497262	0.002234392	0	0	0	0	0	0	0	0	0.003023001	0	0	0	0	0	0	0.011631982	0.000766703	0	0	0.005104053	0.001664841	0	0	0.007579409	0	0	0	0	0	0	0.002409639	0.000722892	0	0.003570646	0.001204819	0	0	0.002212486	0.002782037	0.015531216	0.000350493	0.005454545	0.002497262	0	0.000898138	0.002519168	0.001336254	0.005235487	0.001599124	0.001204819	0.011631982	0.009288061	0.001927711	0.00652793	0.010996714	0.045805038	0	0.012902519	0	0.007710843	0.004008762	0.005060241	0.023592552	0.048214677	0.01769989	0.005936473	0.02871851	0	0	0.000591457	0.003658269	0.005038335	0	0	0	0	0.00135816	0	0	0.001686747	0	0	0	0	0	0.005651698	0	0	0	0	0	0	0.001226725	0	0	0.018094195	0	0	0.000131435	0	0	0	0	0	0	0.001029573	0	0	0.001730559	0	0	0	0.003636364	0.005104053	0	0	0	0	0	4.38E-05	0	0	0	0	0	0	0	0.075071194
SRR7182171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.335195531	0	0.008616608	0.002651264	0.004071584	0.009752864	0	0	0	0	0	0	0	0	0	0	0.009752864	0	0.024240129	0	0	0.023387937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012120064	0	0	0	0	0	0	0	0	0	0	0.000662816	0	0	0	0	0.00520784	0.018369473	0	0.00426096	0.002272512	0	0	0	0	0.006912224	0	0	0	0	0.012877568	0.013445696	0	0	0	0	0	0	0.0047344	0	0	0	0	0	0	0	0	0	0	0	0.023956065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023672	0	0.001799072	0	0.159833349	0	0	0	0	0	0	0	0.009090048	0	0	0	0	0.005491904	0	0.002083136	0.016665089	0	0.00378752	0.000757504	0	0	0.003124704	0.016475713	0	0.00757504	0	0.008900672	0.003219392	0	0	0	0	0.00426096	0	0	0	0	0	0	0	0	0.071394754	0	0	0	0.008616608	0	0	0	0	0	0	0.011836	0	0	0	0	0	0	0	0	0	0	0	0	0.007953792	0	0	0.00284064	0	0	0	0	0.011078496	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023482625
SRR7182175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73281092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039939333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053336704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005055612	0	0.049292214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.057886754	0	0	0.002527806	0	0	0.020980789	0	0	0	0	0	0.009352882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028816987	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR7182176	0	0	0.000383759	0	0	0	0	0	0	0	0	0	0	0	0.756773352	0	0	0	0.00452836	0	0	0	0	0	0	0	0	0	0	0.016885409	0	0	0	0	0	0.015734132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008749712	0	0	0	0	0	0	0	0	0	0	0.001381534	0.048046665	0	0	0	0	0.004681864	0	0	0	0	0	0	0	0	0	0.008519457	0.00537263	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009670735	0	0.020876506	0.016041139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000614015	0	0	0	0	0	0	0.016578402	0.002609563	0	0.010591757	0	0	0.011512779	0	0.009363727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005909893	0	0	0	0.00660066	0	0	0	0	0	0	0	0	0	0
